id_cliente;nombre;sexo;fecha_nacimiento;distrito;fecha_alta;segmento_programa
27;Heraclio Gerardo Gimenez Chacón;M;02/02/1993;San Miguel;2022-03-19;Platino
28;Leire Bou-Arévalo;F;24/02/1960;Surco;31 de julio de 2022;Bronce
29;Calista Cuesta Roca;F;05/03/2004;Ate;08/01/2022;Bronce
30;Amílcar Guadalupe Pizarro Solé;M;31 de octubre de 1993;Ate;19 de marzo de 2021;Bronce
31;Dionisia Alberdi-Carbó;F;22/01/2007;San Miguel;2023-02-28;Bronce
32;Remigio Lasa-Nieto;M;2003-02-26;San Juan de Lurigancho;10 de septiembre de 2023;Plata
33;Eugenio Royo Cruz;M;03/09/2003;Jesús María;18/05/2023;Plata
34;Abril del Valle;F;21/06/1998;San Juan de Lurigancho;20/06/2024;Plata
35;Lilia Camino Martín;F;02/12/2002;Ate;14 de diciembre de 2021;Bronce
36;María Fernanda Flor-Coronado;F;1973-11-13;Miraflores;21/03/2025;Platino
37;Rico Cuéllar Abascal;M;07/08/1994;Pueblo Libre;11 de diciembre de 2021;Oro
38;Felix Jose Ignacio Aliaga Caparrós;M;25/09/1955;San Miguel;05/11/2025;Bronce
39;Valeria Meléndez Heras;F;1976-12-18;Villa El Salvador;04/06/2022;Bronce
40;Dionisio Bermúdez Boada;M;28 de junio de 1972;Villa El Salvador;2025-08-27;Oro
41;Saturnino de Casas;M;2000-12-18;Surco;1 de agosto de 2021;Platino
42;Mónica Talavera Dalmau;F;2003-09-08;Callao;2025-01-12;Bronce
43;Juan Luis Rocha Galán;M;01/01/1960;;2021-01-20;Bronce
44;Priscila Font-Mesa;F;1977-01-27;San Juan de Lurigancho;13/11/2024;Platino
45;Nico Perea;M;1967-03-29;;09/03/2023;Plata
46;Ximena del Carrillo;F;1958-05-28;;2023-08-10;Bronce
47;Daniel Baró Neira;M;30 de noviembre de 1972;San Miguel;2023-01-31;Plata
48;Marita Grau Giménez;F;27/01/1997;Comas;18 de junio de 2024;Platino
49;Andrea Barral Granados;F;16/12/1996;Miraflores;17/06/2021;Oro
50;Víctor Angulo Murillo;M;04/09/1989;;26/03/2022;Plata
51;Lola Gárate Lopez;F;1958-02-07;La Molina;2022-12-02;Plata
52;Clotilde de Suárez;F;1995-08-26;Villa María del Triunfo;2023-07-26;Bronce
53;Rita Suárez Ramírez;F;12 de octubre de 1975;San Borja;2023-06-30;Oro
54;Arcelia Caballero Rosa;F;1999-07-11;Callao;14/02/2022;Bronce
55;Ileana Reig Solera;F;1996-03-19;Miraflores;25 de julio de 2022;Platino
56;Nerea Cabello Barrera;F;04/05/1989;San Juan de Lurigancho;2024-01-26;Bronce
57;Prudencio Nicolau;M;28/05/1982;Villa El Salvador;2022-03-25;Oro
58;Edelmiro Feliu Falcón;M;1996-10-08;San Miguel;16/10/2021;Bronce
59;Jacobo Checa-Roca;M;16/07/1991;Miraflores;19/05/2024;Plata
60;Emilio Sevillano Iborra;M;1989-01-23;Jesús María;17/02/2021;Bronce
61;Ismael Cabañas Ayuso;M;1999-01-01;Magdalena;2022-03-24;Plata
62;Silvio Alcolea-Bueno;M;1970-09-30;Callao;2023-11-30;Oro
63;Carina Ramos Torralba;F;16/08/1999;Los Olivos;17/07/2022;Plata
64;Custodio del Barral;M;1959-12-16;San Juan de Lurigancho;2022-10-29;Plata
65;Goyo Abril Portero;M;1969-01-16;Pueblo Libre;2023-04-19;Bronce
66;Ángeles Sanz Machado;F;19/01/1987;Miraflores;13/09/2021;Platino
67;Pablo Torrecilla;M;12/09/1995;Magdalena;17/03/2022;Plata
68;Celestina Martin Gelabert;F;1985-05-26;Los Olivos;2021-02-22;Plata
69;Luis Miguel Barrera Mir;M;2002-02-24;;18/12/2025;Oro
70;Amarilis Tapia Valverde;F;1963-09-17;San Miguel;24/04/2023;Plata
71;Camila Barberá-Verdejo;F;27 de septiembre de 1983;Santiago de Surco;2023-08-06;Bronce
72;Teodoro Estevez Bayona;M;1981-07-15;Barranco;17/10/2024;Plata
73;Anastasio Nicolás Gutierrez Quintanilla;M;23 de julio de 1996;Magdalena;2025-01-14;Plata
74;Vilma Hoz Ariño;F;25 de mayo de 1993;La Molina;2022-07-15;Oro
75;Anita Hortensia Yáñez Molina;F;23/07/2006;San Miguel;13/03/2024;Oro
76;Clara Miralles Gómez;F;10/06/1975;;12/03/2021;Bronce
77;Gertrudis Castro Marín;F;21 de junio de 1962;Ate;09/10/2022;Bronce
78;Fausto de Agustí;M;27 de junio de 1983;Barranco;22 de julio de 2022;Bronce
79;María de Beltrán;M;1981-07-09;Villa María del Triunfo;30/07/2024;Bronce
80;Custodio Velasco-Lara;M;20/04/1962;San Juan de Lurigancho;03/01/2024;Plata
81;Úrsula Oller Bayona;F;17/08/1965;Villa María del Triunfo;2023-09-09;Oro
82;Flora López Cruz;F;30 de marzo de 1970;Lince;21/10/2021;Bronce
83;Sigfrido del Ángel;M;11/07/1988;Santiago de Surco;29/11/2022;Plata
84;Nazario Marí Calleja;M;12 de enero de 1975;Lince;10 de febrero de 2022;Oro
85;Eligio Carlos Campo;M;13/11/1958;Pueblo Libre;2025-01-01;Oro
86;Casemiro Lladó-Luján;M;13 de julio de 1988;San Isidro;24/06/2024;Plata
87;Clementina Paca Novoa Frutos;F;07/03/1988;Jesús María;03/09/2021;Oro
88;Ligia Torres Iglesias;F;20 de mayo de 1994;Jesús María;2024-12-17;Plata
89;Araceli Roda Lloret;F;1973-08-21;San Juan de Lurigancho;22/07/2023;Bronce
90;Abel Múgica Castrillo;M;1972-06-02;San Juan de Lurigancho;2025-09-28;Bronce
91;Cecilio Sala Roma;M;27/05/1971;San Miguel;16/03/2021;Bronce
92;Adelia Caparrós-Benet;F;19/05/1967;Jesús María;21/02/2022;Bronce
93;Magdalena Araujo Peiró;F;24/05/2007;Villa El Salvador;20/04/2023;Platino
94;Mamen Brunilda Ropero Castell;F;1977-06-17;Callao;08/12/2023;Oro
95;Encarnita Pastor Ariño;F;04/04/1985;Villa María del Triunfo;2024-01-21;Bronce
96;Clementina Iborra Calderon;F;1967-12-24;Jesús María;2025-12-21;Plata
97;Reyna Ramos Cortes;F;17/11/1969;Callao;05/08/2025;Bronce
98;Toni Cámara Elorza;M;2005-09-04;San Miguel;26/12/2023;Plata
99;Albano Escobar;M;28/05/2002;Magdalena;2021-12-14;Oro
100;Rosendo Requena Hurtado;M;7 de agosto de 1990;Jesús María;2024-04-02;Bronce
101;Cebrián Campoy Piñeiro;M;06/02/2001;Lince;2021-04-26;Bronce
102;Tecla Sosa Girón;F;28 de septiembre de 1995;San Isidro;13/02/2022;Plata
103;Sebastian Seguí Olmo;M;1996-01-09;Villa María del Triunfo;2021-11-25;Plata
104;Samanta Goñi Gisbert;F;14/03/1975;Santiago de Surco;2021-11-27;Bronce
105;Mónica Ferrando Pujadas;F;11 de marzo de 1995;San Juan de Lurigancho;22/11/2025;Plata
106;Emilio Baños Lorenzo;M;18/03/1994;Barranco;2021-12-10;Plata
107;Miguel Ángel Vergara Pulido;M;1963-04-12;San Miguel;21/09/2023;Bronce
108;Eusebia Amorós-Carlos;F;1997-01-27;San Miguel;27/07/2025;Bronce
109;Chuy Lara Arenas;M;1985-11-18;Ate;2025-12-12;Bronce
110;Marc Rovira Ojeda;M;10/07/1956;Santiago de Surco;10/10/2021;Oro
111;Isaías Vidal Carlos;M;01/02/1960;;15 de junio de 2022;Platino
112;Vinicio Falcón;M;11 de diciembre de 2003;San Miguel;28/08/2024;Oro
113;Amada Rubio Abellán;F;01/07/1973;Los Olivos;07/08/2025;Plata
114;Ángela Figueras-Pascual;F;1966-10-06;Miraflores;11/06/2024;Plata
115;Anastasia Murillo;F;3 de noviembre de 1984;Santiago de Surco;7 de junio de 2023;Plata
116;Estefanía Narcisa Casanovas Mas;F;17/06/2000;Magdalena;23 de julio de 2025;Platino
117;Esmeralda Real-Morera;F;08/01/1965;Lince;9 de julio de 2024;Bronce
118;Pablo Marqués;M;25/04/1957;Magdalena;5 de marzo de 2023;Plata
119;Belen Feliu-Rivero;F;10 de febrero de 1970;San Isidro;28 de enero de 2025;Plata
120;Nicolasa Dávila;F;29 de abril de 1987;Miraflores;24 de septiembre de 2025;Plata
121;Mariana Encarna Ramis Abad;F;30 de diciembre de 1958;Villa María del Triunfo;22/08/2024;Bronce
122;Eloísa Gallo Ropero;F;11/08/1990;Chorrillos;2025-05-15;Plata
123;Marcio Nacio Montserrat Sola;M;1986-11-17;San Isidro;01/08/2024;Oro
124;Ismael de Vicente;M;23 de abril de 1992;San Borja;30 de enero de 2022;Plata
125;Régulo de Blazquez;M;14 de marzo de 1967;Miraflores;27/10/2022;Oro
126;José Ángel Naranjo Bueno;M;19/09/1962;Santiago de Surco;2024-12-11;Bronce
127;Nerea Menéndez Gomila;F;01/08/1961;Surco;24/03/2024;Platino
128;Brunilda Amat Arteaga;F;1983-06-24;Callao;2021-07-02;Plata
129;Jordán Beltran Sarabia;M;1959-04-07;Villa María del Triunfo;2021-01-31;Plata
130;Vicenta Ferreras;F;21/04/1966;Villa María del Triunfo;2025-04-04;Bronce
131;Jose Miguel Pulido;M;28/06/2000;Ate;21 de junio de 2025;Bronce
132;Candelario Adán Campillo;M;20 de octubre de 2000;Magdalena;17/04/2023;Plata
133;Damián Echeverría;M;22/05/2000;San Juan de Lurigancho;2023-08-28;Bronce
134;Jesús Ayllón-Ibañez;M;23/05/1957;San Miguel;18 de noviembre de 2024;Plata
135;Jessica Cañellas Sobrino;F;1998-06-15;Santiago de Surco;2023-03-16;Bronce
136;Lino Molins-Salas;M;20 de junio de 2000;Villa El Salvador;2021-03-15;Oro
137;Sabina Pacífica Vargas Roldan;F;1998-03-31;Los Olivos;08/05/2025;Oro
138;Itziar Cuenca-Taboada;F;8 de marzo de 1973;Miraflores;2022-12-18;Bronce
139;Efraín de Lluch;M;30 de diciembre de 1961;La Molina;23/09/2024;Plata
140;Julieta Haro-Llobet;F;30/08/1992;San Isidro;29/09/2025;Oro
141;Angélica del Guitart;F;22/03/1961;Chorrillos;03/10/2021;Plata
142;Florencio Montenegro Berrocal;M;14/07/1971;Comas;2025-10-21;Bronce
143;Bárbara Guardia Piñol;F;1980-08-29;Magdalena;07/12/2021;Plata
144;Patricio Gargallo Baró;M;2002-02-04;La Molina;12 de noviembre de 2025;Bronce
145;Herminio Muro;M;2003-04-14;;2021-04-12;Bronce
146;Joan Ricart-Barrios;M;2006-08-17;Callao;5 de marzo de 2025;Bronce
147;Serafina Rivera Porras;F;23/05/1997;Villa María del Triunfo;2023-06-25;Plata
148;Obdulia Ainara Pintor Tapia;F;03/06/1994;San Borja;29 de octubre de 2025;Bronce
149;Gabriel Martín Porta;M;1990-06-07;Callao;10/02/2022;Platino
150;Julio César Giménez;M;18/01/1996;Barranco;2021-09-24;Bronce
151;Constanza del Ruano;F;08/11/1989;San Isidro;20/09/2024;Bronce
152;Alberto del Navarrete;M;26 de abril de 1995;San Juan de Lurigancho;24/07/2023;Plata
153;Porfirio Dalmau;M;1986-01-19;Miraflores;16/05/2021;Bronce
154;Ángel de Amores;M;1965-07-02;Magdalena;2021-06-06;Plata
155;Martina Amores;F;22/02/1963;Villa María del Triunfo;2024-06-08;Bronce
156;Modesto Romero Cerdá;M;17 de marzo de 1961;Barranco;10/11/2025;Bronce
157;Casandra de Juan;F;9 de octubre de 1985;San Borja;2 de julio de 2025;Bronce
158;Eugenia Galán;F;19/01/1957;;19 de septiembre de 2022;Bronce
159;Fernando del Pinilla;M;08/04/2005;Callao;6 de mayo de 2024;Bronce
160;Primitiva Robles Iniesta;F;1992-02-07;Surco;2022-02-02;Oro
161;Joel Aliaga Azorin;M;1989-10-19;Magdalena;2022-09-06;Plata
162;Consuelo Bayona Arjona;F;14 de febrero de 1998;San Juan de Lurigancho;10/10/2023;Plata
163;Delia Flores Almagro;F;1995-07-08;Miraflores;2022-12-18;Plata
164;Calista Dafne Cases Sáenz;F;31 de marzo de 1975;Los Olivos;16/05/2023;Plata
165;Lope Gibert Sola;M;2000-07-16;San Juan de Lurigancho;6 de agosto de 2025;Platino
166;Raquel Peinado Diez;F;09/02/1990;Villa María del Triunfo;2023-04-16;Bronce
167;Marcio Raúl Carbó Céspedes;M;1957-08-08;Comas;04/05/2025;Bronce
168;Baltasar Amigó Mesa;M;01/05/1960;San Borja;19/09/2024;Bronce
169;Nilo Wilfredo Perez Puente;M;1992-09-21;San Juan de Lurigancho;2023-04-21;Bronce
170;Angelita Herrero Cal;F;05/09/1982;Miraflores;27/10/2024;Bronce
171;Susanita Carrillo Armengol;F;1973-03-22;San Borja;2021-05-02;Plata
172;Juan Pablo Romero Pellicer;M;1976-03-21;Lince;2025-04-16;Plata
173;Lilia Nogueira Alberola;F;10/12/1991;;2022-05-06;Platino
174;Sergio Trillo;M;06/12/1964;Barranco;2021-12-31;Bronce
175;Iris Paredes Segura;F;1966-06-18;Magdalena;27 de noviembre de 2022;Bronce
176;Isaac Echeverría Vélez;M;05/02/2007;Pueblo Libre;19/11/2025;Platino
177;María Manuela Tomás Sola;F;16/09/1963;Chorrillos;2025-06-28;Oro
178;Seve Ledesma;M;1986-03-27;San Borja;2024-06-28;Plata
179;Tamara Higueras Bolaños;F;1979-10-03;Comas;17 de septiembre de 2023;Plata
180;Valero Sanmartín Hervás;M;17 de enero de 1991;San Borja;03/05/2023;Oro
181;Lucas del Navarrete;M;1990-06-12;Los Olivos;03/09/2024;Plata
182;Jose Miguel Morcillo Espada;M;2005-09-16;San Miguel;06/08/2022;Bronce
183;Cloe del Jordán;F;23/05/1971;;5 de abril de 2022;Oro
184;Elisa Llorente Agustín;F;22/05/1994;Comas;31/01/2021;Plata
185;Claudio Boada-Hernández;M;1985-06-29;Pueblo Libre;07/06/2022;Bronce
186;Laura Hernandez;F;1990-01-06;Ate;24 de julio de 2021;Plata
187;Mireia del Samper;F;1980-12-17;;2 de junio de 2022;Bronce
188;Araceli Mariscal Giralt;F;1985-04-23;Chorrillos;2022-09-12;Oro
189;Nydia Hervia;F;23/04/1956;San Miguel;08/03/2025;Bronce
190;Natanael Peinado Sáenz;M;1992-03-18;;2022-04-07;Oro
191;Juan Manuel Núñez-Roig;M;09/04/1967;Magdalena;15/02/2021;Plata
192;Eusebia Ortiz-Santiago;F;1959-09-22;Surco;22/01/2024;Bronce
193;Encarnación Iglesias Gual;F;1957-04-10;Chorrillos;2023-10-19;Bronce
194;Palmira Fernández Moles;F;1973-03-08;Barranco;5 de enero de 2021;Plata
195;Ramiro Esteve Feliu;M;1992-04-12;La Molina;09/10/2022;Oro
196;Rafael Tomé Lloret;M;1958-09-17;Jesús María;2022-11-08;Bronce
197;Pía Luciana Luna Cabrera;F;10 de enero de 1984;San Isidro;07/01/2021;Bronce
198;Emiliana Gordillo Paniagua;F;20/10/1987;La Molina;09/07/2021;Plata
199;Encarna Alcalá Castañeda;F;25 de abril de 1977;Los Olivos;06/03/2021;Oro
200;Amalia Ballester Manzano;F;25/09/1987;San Juan de Lurigancho;26/02/2021;Bronce
201;Merche Tudela Calderon;F;2000-11-20;San Borja;01/09/2025;Plata
202;Luciano Luís Soria;M;25/11/1961;Barranco;01/06/2025;Plata
203;Isidro del Espinosa;M;06/10/1967;Comas;16/03/2024;Bronce
204;Dolores Tejedor Carbonell;F;19 de mayo de 1968;Comas;2023-02-12;Plata
205;Gracia Téllez Benavent;F;27/05/1981;Villa El Salvador;26/06/2023;Bronce
206;Maxi Olegario Baeza Cordero;M;1993-11-13;Lince;07/06/2024;Oro
207;Santiago Mateu Blázquez;M;26/04/1961;Magdalena;2024-11-09;Plata
208;Azahara Rico Gonzalez;F;29/11/1975;Comas;2023-01-14;Plata
209;Goyo Sanjuan-Salas;M;23 de enero de 1996;Barranco;12/12/2021;Bronce
210;Tito Romeu Mayoral;M;1982-12-19;La Molina;16 de enero de 2021;Bronce
211;María Teresa América Cabezas Galiano;F;1961-10-02;Magdalena;11/01/2021;Oro
212;Dulce Bertrán Crespo;F;23/07/2007;Barranco;2025-05-23;Plata
213;Carmela Benavides Crespi;F;14/08/1999;San Miguel;2025-06-07;Plata
214;Hernando Sanjuan Soriano;M;2000-12-24;San Juan de Lurigancho;12/11/2025;Plata
215;Alejandra Guardiola Maldonado;F;30/03/1961;San Juan de Lurigancho;01/11/2025;Bronce
216;Pascual Santiago Belda;M;07/04/1966;San Borja;07/10/2021;Bronce
217;Óscar Lamas Figuerola;M;1990-04-17;Barranco;2022-01-12;Bronce
218;Aurora Gomila;F;12/07/1989;San Isidro;23/02/2023;Bronce
219;Yéssica Larrañaga Cisneros;F;31 de mayo de 2001;Pueblo Libre;6 de enero de 2022;Oro
220;América Daza Meléndez;F;1995-09-15;San Juan de Lurigancho;16/06/2024;Bronce
221;Pilar Sara Malo Saavedra;F;05/12/1973;San Borja;2021-01-09;Bronce
222;Josefina Mateu Quevedo;F;1966-10-11;Santiago de Surco;13/03/2021;Oro
223;Josué Uribe Río;M;1996-05-07;Surco;6 de diciembre de 2025;Bronce
224;Marcelino Ariño Rosales;M;23/02/2001;San Borja;14/10/2021;Plata
225;Marciano Ibáñez Amigó;M;5 de mayo de 1984;Miraflores;09/04/2024;Bronce
226;Darío Almansa Leon;M;1993-08-12;Ate;2025-10-30;Bronce
227;Almudena Rafaela Díez Sosa;F;14/11/1989;Miraflores;19/04/2022;Bronce
228;Máximo Salamanca-Lobo;M;1965-10-06;Comas;2023-01-01;Bronce
229;Marisol Ruano Téllez;F;1987-01-21;Lince;08/03/2022;Oro
230;José Oliveras Real;F;10/12/2004;San Miguel;17 de marzo de 2025;Plata
231;Estrella Calvo Cuevas;F;16 de septiembre de 2006;Comas;19 de septiembre de 2022;Bronce
232;Guiomar Valbuena Maldonado;F;17/03/1982;Barranco;20/11/2024;Bronce
233;Ruth Arco;F;25/11/1994;Ate;2025-12-14;Bronce
234;Anunciación del Iniesta;F;19 de febrero de 2001;Los Olivos;11/07/2025;Bronce
235;Bautista Quintero Vilar;M;30/12/1987;San Miguel;29 de noviembre de 2025;Bronce
236;Máxima Sevilla Reyes;F;01/10/2000;Jesús María;29/11/2024;Plata
237;Ciríaco Villegas Pardo;M;06/10/1998;;19/05/2021;Oro
238;Reyes Josep Salamanca Aznar;M;1958-12-06;San Isidro;21 de abril de 2024;Bronce
239;Débora Castro Maestre;F;14/09/1973;Lince;28/01/2021;Plata
240;Valerio del Carrión;M;1958-06-18;Pueblo Libre;11 de agosto de 2025;Oro
241;Mayte Heras Cuadrado;F;1995-08-06;Magdalena;2023-11-13;Bronce
242;Mamen Alcalá Raya;F;1979-08-29;San Borja;2023-07-22;Oro
243;Coral Carballo Serrano;F;18 de febrero de 1971;Callao;16/08/2025;Oro
244;Moisés Correa Valentín;M;27 de enero de 2004;San Miguel;2021-09-13;Bronce
245;José Manuel Llano Ribes;M;20/07/1963;Los Olivos;2025-08-29;Platino
246;Jovita de Saura;F;15 de febrero de 1973;Chorrillos;2024-08-14;Bronce
247;Camilo Pla-Farré;M;18/07/1961;Jesús María;2025-01-31;Bronce
248;Liliana Piedad Cerezo Baños;F;23 de enero de 1995;Chorrillos;2023-03-13;Oro
249;Reina Ribera Nieto;F;1984-05-06;San Borja;2024-04-22;Bronce
250;Débora Acedo-Luna;F;08/03/1963;Callao;2023-02-01;Bronce
251;Silvio Tovar Comas;M;1979-08-28;Callao;2021-05-07;Bronce
252;Julio César del Ochoa;M;1984-08-04;San Miguel;7 de junio de 2021;Oro
253;Mamen Pi Sarabia;F;10 de julio de 1958;San Juan de Lurigancho;2021-03-13;Oro
254;Trinidad Fabregat Haro;M;1989-03-02;La Molina;20/05/2025;Plata
255;Gregorio Demetrio Reig Arranz;M;1993-01-29;Villa María del Triunfo;12 de mayo de 2023;Platino
256;Petrona Suárez Piquer;F;1999-03-28;Barranco;12 de noviembre de 2022;Bronce
257;Narcisa Cornejo;F;1972-05-29;;13 de febrero de 2023;Bronce
258;Alicia de Vallés;F;29/07/1967;La Molina;12/09/2024;Plata
259;Eusebia Tomasa Cabrera Sacristán;F;13/09/1988;San Juan de Lurigancho;04/01/2022;Oro
260;Juan José Saura Alcántara;M;10 de noviembre de 1974;Miraflores;28/10/2021;Bronce
261;Guadalupe Cortes Benavides;F;2001-05-28;La Molina;30 de enero de 2023;Bronce
262;Ricarda del Nevado;F;2002-07-18;;2024-10-16;Oro
263;Osvaldo Heliodoro Bernat Moya;M;4 de marzo de 1993;;14/09/2021;Platino
264;Fortunata Moliner-Torrents;F;1993-07-05;Pueblo Libre;26/10/2021;Plata
265;Alicia Bayona-Guitart;F;1970-10-11;Villa María del Triunfo;15 de junio de 2025;Bronce
266;Corona Botella Roura;F;1978-03-17;Los Olivos;22/09/2021;Platino
267;Pía Cabrera Salcedo;F;2004-09-18;;2023-09-17;Oro
268;Nélida Marí Andres;F;1981-03-17;Miraflores;15/10/2021;Plata
269;Fermín Barba Marcos;M;14 de agosto de 1979;Pueblo Libre;22/09/2025;Oro
270;Glauco Rosa Coello;M;1962-10-22;Ate;22/02/2024;Oro
271;Luisa Requena Escolano;F;05/11/1986;La Molina;17/03/2023;Platino
272;Carmelita Bermúdez Piñeiro;F;24/01/1995;Pueblo Libre;22/10/2023;Oro
273;Nilda Dalila Valenciano Clemente;F;06/05/2000;Comas;2025-04-07;Plata
274;Joaquina Izquierdo Segura;F;2001-02-13;Villa María del Triunfo;16/03/2022;Plata
275;Natividad Agustí Sola;F;27 de febrero de 1999;Chorrillos;17 de noviembre de 2025;Plata
276;Nicolasa Cruz Benavent;F;1982-08-15;San Miguel;2023-08-19;Plata
277;Fabiola del Rodrigo;F;1967-11-22;Barranco;12/04/2022;Oro
278;Jessica Matas Flor;F;15 de junio de 1975;San Juan de Lurigancho;26/02/2021;Platino
279;Tamara Tomas;F;1999-01-29;Santiago de Surco;2022-08-11;Plata
280;Cándida Pizarro Palomar;F;07/08/1958;San Borja;2023-03-19;Plata
281;Emiliana Odalis Marquez Almeida;F;1996-09-05;Miraflores;2021-02-07;Bronce
282;Emigdio Aguiló;M;20 de marzo de 1984;San Miguel;2021-08-01;Plata
283;Toni Olegario Avilés Valdés;M;2003-04-19;San Isidro;2024-02-02;Plata
284;Román Grau Ortuño;M;20 de enero de 1999;Lince;25/09/2022;Bronce
285;Mercedes Falcón Iglesia;F;14 de octubre de 1974;Villa El Salvador;04/10/2023;Plata
286;Mauricio Caballero Ariza;M;09/01/1997;Barranco;14/01/2023;Bronce
287;Rufino Saez Aragonés;M;1981-02-18;Surco;13/05/2023;Bronce
288;Filomena Patricia Catalá Bosch;F;1981-08-21;;2024-07-06;Oro
289;Fernando Ribes Echevarría;M;1992-09-25;San Miguel;01/07/2024;Bronce
290;Benigna Paz Valls;F;12/06/1972;Lince;04/04/2021;Bronce
291;Severo Córdoba Jimenez;M;2004-07-18;Villa El Salvador;19/10/2024;Bronce
292;Samuel del Nevado;M;1973-07-19;Jesús María;27 de septiembre de 2023;Bronce
293;Josefina Benet Chico;F;1997-02-27;La Molina;11/03/2024;Oro
294;Tito Puerta Paz;M;27 de septiembre de 1984;Villa El Salvador;2025-11-21;Plata
295;Ruperto Prat Alcalá;M;1957-04-08;Pueblo Libre;17 de febrero de 2023;Oro
296;Lupe Casals Sanz;F;1973-08-08;La Molina;31 de mayo de 2023;Bronce
297;Nerea Juárez Piquer;F;10/05/1986;Lince;14 de diciembre de 2025;Bronce
298;Baltasar Guillen Soto;M;07/05/1990;Miraflores;2023-04-30;Bronce
299;María Teresa Mosquera Giralt;F;1976-10-13;Villa El Salvador;10/06/2024;Plata
300;Maximino Simó Matas;M;1965-11-06;Magdalena;2024-09-03;Plata
301;Bautista Chaves;M;07/12/1959;Chorrillos;2024-10-04;Oro
302;Alma Mayo Ugarte;F;26 de septiembre de 1985;;2022-04-06;Plata
303;Ariadna Guitart Cerdá;F;1956-04-25;Magdalena;16/06/2021;Plata
304;Jenny Peláez;F;07/12/1965;Barranco;24/10/2021;Oro
305;Hortensia Cortes-Ribera;F;09/09/1993;Callao;01/07/2021;Platino
306;Serafina Tovar Raya;F;1978-07-12;Los Olivos;2025-09-07;Bronce
307;Alejandra Pellicer Gaya;F;1962-06-25;Miraflores;5 de marzo de 2022;Bronce
308;Iván de Pareja;M;15/10/1981;Villa El Salvador;2023-04-10;Plata
309;Noelia Pedrero Palmer;F;1965-03-18;Barranco;19/02/2021;Plata
310;Heliodoro Llorente Falcó;M;27/05/1966;Chorrillos;9 de marzo de 2022;Platino
311;Teobaldo Sanz Bravo;M;1979-09-21;Comas;2025-08-02;Plata
312;Miguel Ángel Almazán Ayuso;M;29 de diciembre de 1994;Chorrillos;12 de octubre de 2021;Bronce
313;Domingo Casas Fuertes;M;01/04/2007;La Molina;25 de abril de 2025;Platino
314;Saturnina Galan Garzón;F;1972-01-27;Barranco;2022-04-18;Oro
315;Eulalia Coloma Acedo;F;1998-06-02;San Juan de Lurigancho;5 de marzo de 2022;Bronce
316;Tecla Coca Castillo;F;1983-03-13;La Molina;2022-11-23;Oro
317;Edgardo Díaz-Canet;M;03/04/1974;Surco;2025-05-14;Bronce
318;Blas Alcolea Palma;M;1992-06-13;;19/10/2024;Bronce
319;Macario Morante Alcázar;M;23 de septiembre de 1992;Villa María del Triunfo;17 de junio de 2023;Oro
320;Eligio Badía Castañeda;M;14 de enero de 1964;Villa María del Triunfo;2021-01-04;Plata
321;Lucila Carballo;F;20/07/1955;Villa El Salvador;09/04/2022;Bronce
